"","datetime","DOY","YEAR","DAY","TIME","TC","SHADE","SOLAR","DEP","ACT","TA","TSUB","TSKY","VEL","RELHUM","ZEN","CONDEP","WATERTEMP","DAYLENGTH","WINGANGLE","WINGTEMP","FLYING","FLYTIME","PO2WATER","SALWATER","ABSAN","PTCOND","POSTURE","PANT","PCTWET","Solar","date","hour","exp","cat","height_av","Ta_av","wind_av","BB_av","MT_av","solrad_av","month","day"
"1",2015-02-15,46,1,15,0,17.4738606660113,0,0,0,2,18.2580930043509,15.236282349078,-0.607716973082233,1.26096508751702,46.733986536993,90,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"2",2015-02-15 01:00:00,46,1,15,1,17.0478886073968,0,0,0,2,17.83358901942,15.2720294000342,-0.632091278598637,1.15988649767921,49.8474957547698,90,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"3",2015-02-15 02:00:00,46,1,15,2,16.9804089328303,0,0,0,2,17.4858447188003,15.2054410254982,-0.644872990547015,2.41843659004358,52.5960877613199,90,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"4",2015-02-15 03:00:00,46,1,15,3,16.7909557246129,0,0,0,2,17.3089326217698,15.2556753909983,-0.562750984809895,2.21453070914603,54.551630106656,90,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"5",2015-02-15 04:00:00,46,1,15,4,16.9267616703109,0,0,0,2,17.4632227508416,15.2670215488787,-0.239365411357653,2.08760152612541,55.0316963880141,90,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"6",2015-02-15 05:00:00,46,1,15,5,22.4566040426485,0,115.834491730022,0,2,22.5040798681983,20.9771057351759,4.42050751100317,1.94967174407285,40.7318757566634,79.5482680366744,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,115.834491730022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"7",2015-02-15 06:00:00,46,1,15,6,24.7223609074486,0,306.522442664397,0,2,23.6065108841856,29.6720089519944,5.2971614181032,1.78570274427699,38.2324170632227,66.4297637619039,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,306.522442664397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"8",2015-02-15 07:00:00,46,1,15,7,28.150940837012,0,541.761420264634,0,2,25.3018894726418,42.9693107913266,6.54261026458676,1.59150594050307,34.3694829217284,53.1167655713639,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,541.761420264634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"9",2015-02-15 08:00:00,46,1,15,8,32.6163004281236,0,800.256401165316,0,2,27.4756698711409,58.5710724724972,8.09550169415013,1.39400216828197,29.8319486419112,39.7630737884027,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,800.256401165316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"10",2015-02-15 09:00:00,46,1,15,9,37.203221772312,0,1013.07666603766,0,2,29.7395511289253,72.7862146016254,9.67189999372317,1.23180264354304,25.6005996221717,26.630157162606,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,1013.07666603766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"11",2015-02-15 10:00:00,46,1,15,10,40.0101481358564,0,1078.29766732207,0,2,31.5951318182135,80.3463603734854,10.9223691942465,1.18108299020202,22.3441395706702,14.6881715291719,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,1078.29766732207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
"12",2015-02-15 11:00:00,46,1,15,11,46.0210307257937,0,1075.3664884492,0,2,33.0987049523285,87.7345328211872,11.728481415202,0.543985044765584,19.7454980338435,10.2956025331734,0,0,13.1756109422283,179,0,0,0,1.37140637403553e-311,0,0.99,0,1,1,0,1075.3664884492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15
