"","datetime","DOY","YEAR","DAY","TIME","TC","SHADE","SOLAR","DEP","ACT","TA","TSUB","TSKY","VEL","RELHUM","ZEN","CONDEP","WATERTEMP","DAYLENGTH","WINGANGLE","WINGTEMP","FLYING","FLYTIME","PO2WATER","SALWATER","ABSAN","PTCOND","POSTURE","PANT","PCTWET","Solar","date","hour","exp","cat","height_av","NJtm_av","NJpl_av","RLtm_av","BBav_av","height"
"1",2024-06-01 02:00:00,153,1,1,0,5.84779386564966,0,0,0,2,6.23472375971845,8.11516922469954,-9.90454231981374,1.69931674837841,95.4735649336563,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2024-06-01 03:00:00,153,1,1,1,5.29039437328015,0,0,0,2,5.76614299884194,4.96128551672798,-11.2575108436794,1.77346292704807,94.7763111610175,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2024-06-01 04:00:00,153,1,1,2,4.77702013581247,0,0,0,2,5.28734078749848,4.29502954086019,-12.7371029476852,1.72470267469638,92.4263071860672,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2024-06-01 05:00:00,153,1,1,3,4.31090041450596,0,0,0,2,4.87859087524666,3.61859657293111,-14.0923144406019,1.56873252723188,88.9871692709889,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2024-06-01 06:00:00,153,1,1,4,3.98979390702365,0,0,0,2,4.64299691244099,3.01213702888232,-15.0233476900207,1.32629329833077,85.1062012101368,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2024-06-01 07:00:00,153,1,1,5,3.79462667335784,0,0,0,2,4.67199609813596,2.50964730840566,-15.3223721077314,0.834200135501719,81.6939343536173,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2024-06-01 08:00:00,153,1,1,6,8.06277926200476,0,25.6119367037011,0,2,9.07833182628841,4.74467753773856,-11.2123882739788,0.576045268362253,60.4391573385667,86.4060389943434,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,25.6119367037011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2024-06-01 09:00:00,153,1,1,7,10.3223653844108,0,148.064009442952,0,2,9.92949073467296,8.86473962460452,-9.8068210413328,0.326151110647563,60.0930237011892,75.8365781121702,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,148.064009442952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2024-06-01 10:00:00,153,1,1,8,13.719874885001,0,298.924273433869,0,2,11.5224272184916,14.5199855984545,-7.48452511657501,0.436021422272844,58.8405993349548,66.610679578628,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,298.924273433869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2024-06-01 11:00:00,153,1,1,9,16.8823056904396,0,441.000140092324,0,2,13.6247343135151,18.7103985568966,-4.6974563948994,0.601391486661951,56.5379675449958,59.3912862885515,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,441.000140092324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2024-06-01 12:00:00,153,1,1,10,19.0340024941288,0,536.107154980049,0,2,15.7294044368406,20.670830288436,-2.05759759291902,0.908474113151274,54.3058144394888,54.9963232642985,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,536.107154980049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2024-06-01 13:00:00,153,1,1,11,20.7479182939629,0,563.711671949532,0,2,17.3053400226192,26.1235392431826,-0.0457414702719916,1.04245736169481,53.3464082877334,54.1295660287997,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,563.711671949532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2024-06-01 14:00:00,153,1,1,12,20.8625689100524,0,520.289170421316,0,2,18.0144140379703,28.5757410123056,1.05983421126547,1.33263225006542,54.2669531561634,56.9542726819446,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,520.289170421316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2024-06-01 15:00:00,153,1,1,13,19.6955358505188,0,416.629617166315,0,2,17.7719519600061,25.5272590300265,1.22676058956375,1.6195156850581,57.2107479240521,62.9697587511655,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,416.629617166315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2024-06-01 16:00:00,153,1,1,14,17.5989437143993,0,273.404374221459,0,2,16.7166571420724,20.3577805229125,0.710842958790522,2.19520648342999,62.3456863349867,71.3610868239846,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,273.404374221459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2024-06-01 17:00:00,153,1,1,15,15.2450468157802,0,115.247458496606,0,2,15.1568930793888,15.2727968305651,-0.0670001889433252,3.13921431448756,69.4118859530723,81.377412395065,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,115.247458496606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2024-06-01 18:00:00,153,1,1,16,9.53094444984992,0,0,0,2,9.78870007330295,9.79197453824784,-4.08198409052892,3.70686258464776,98.9843955518303,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2024-06-01 19:00:00,153,1,1,17,8.85694383730023,0,0,0,2,9.0807536297166,8.92819644829431,-3.84575574489344,4.26150098886155,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2024-06-01 20:00:00,153,1,1,18,8.4287670938794,0,0,0,2,8.62318567854786,8.53666786013149,-3.18345572661673,4.61519659806871,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2024-06-01 21:00:00,153,1,1,19,8.22690512822572,0,0,0,2,8.39785468499545,8.35694898635161,-2.23555846257455,4.81030005956113,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2024-06-01 22:00:00,153,1,1,20,8.17228976572355,0,0,0,2,8.32616324724976,8.62791309551024,-1.28116662255781,4.57344978146216,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2024-06-01 23:00:00,153,1,1,21,8.14057223349694,0,0,0,2,8.29748349741526,8.27864598693433,-0.607880183183966,4.15105275299298,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2024-06-02,153,1,1,22,8.04757379220046,0,0,0,2,8.20745783455255,8.29007231533406,-0.431991220284658,3.73526110558706,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2024-06-02 01:00:00,153,1,1,23,7.84913912702543,0,0,0,2,8.01892935878607,8.12561350847811,-0.725941828093369,3.4040153357558,100,90,0,0,10.0807178523251,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2024-06-02 02:00:00,154,1,2,0,12.9949731362624,0,0,0,2,13.2989392794449,8.17082583901593,4.67803639060202,3.11918583252538,88.5308542010317,90,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2024-06-02 03:00:00,154,1,2,1,12.9389839338179,0,0,0,2,13.1631987520698,11.8561447425908,4.1106540055124,3.20761712139798,88.3486461134399,90,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2024-06-02 04:00:00,154,1,2,2,12.7778580899975,0,0,0,2,13.0226231119144,11.6412085810254,3.46871827750505,3.00418147071196,87.3201636792856,90,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2024-06-02 05:00:00,154,1,2,3,12.6358202978432,0,0,0,2,12.9033774812601,11.3873053327397,2.88927971048793,2.80424963662773,85.8449510935199,90,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2024-06-02 06:00:00,154,1,2,4,12.5307624681467,0,0,0,2,12.8371923242078,11.1705090162897,2.51530086056351,2.35892337110662,84.319945787511,90,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2024-06-02 07:00:00,154,1,2,5,12.5154905516894,0,0,0,2,12.8455346247465,11.0049478143921,2.4102719384851,2.15770959896013,83.2192294821153,90,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2024-06-02 08:00:00,154,1,2,6,13.5752349260256,0,14.5949890147722,0,2,13.8830202945315,11.4063648556758,3.50156432566399,1.88794863982958,78.1085356189387,86.5631996198307,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,14.5949890147722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2024-06-02 09:00:00,154,1,2,7,14.2503766452029,0,88.7798825159817,0,2,14.1664596238014,12.3653434834716,4.08336765379624,1.56475867138045,78.6438309495387,76.0090619289513,0,0,10.059630584429,179,0,0,0,1.10851565994446e-311,0,0.99,0,1,1,0,88.7798825159817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
