no,source,height,exp,cat,datetime,time2,datetime2,time,tod,b1,b2,b3,m1,m2,m3,BB,roundBB,MT,Ta,MT-Ta,BB-Ta,Ta,solrad,wind,roundBB2,solrad2
1,1Sun.csv,1,sun,1sun,2015/02/25 00:00,12:55:01,2015/02/25 12:55,12:55:00 pm,2,43.639,42.023,45.039,40.216,40.771,40.992,43.567,44,40.65966667,32.7,7.96,10.87,32.7,968,3.1,6,11
2,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:00:01,2015/02/25 13:00,1:00:00 pm,2,43.701,41.898,45.537,40.216,40.21,40.246,43.712,44,40.224,33.1,7.12,10.61,33.1,968,3.1,7,0
3,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:05:01,2015/02/25 13:05,1:05:00 pm,2,43.453,41.338,45.537,40.403,40.148,40.246,43.44266667,43,40.26566667,32.9,7.37,10.54,32.9,968,3.6,8,12
4,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:10:01,2015/02/25 13:10,1:10:00 pm,2,43.39,41.338,45.599,40.216,40.272,40.308,43.44233333,43,40.26533333,32.9,7.37,10.54,32.9,969,3.1,9,10
5,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:15:01,2015/02/25 13:15,1:15:00 pm,2,43.328,41.026,45.537,40.216,40.521,40.93,43.297,43,40.55566667,33.1,7.46,10.2,33.1,963,3.6,10,11
6,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:20:01,2015/02/25 13:20,1:20:00 pm,2,44.137,42.397,46.47,40.279,41.082,42.794,44.33466667,44,41.385,33.2,8.19,11.13,33.2,965,2.2,11,14
7,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:25:01,2015/02/25 13:25,1:25:00 pm,2,44.013,41.898,46.283,40.528,40.958,42.732,44.06466667,44,41.406,33.4,8.01,10.66,33.4,962,1.8,12,18
8,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:30:01,2015/02/25 13:30,1:30:00 pm,2,44.51,42.708,46.967,41.026,41.643,44.596,44.72833333,45,42.42166667,33.6,8.82,11.13,33.6,961,3.6,13,24
9,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:35:01,2015/02/25 13:35,1:35:00 pm,2,43.764,41.836,46.221,40.963,40.771,42.049,43.94033333,44,41.261,33.2,8.06,10.74,33.2,959,3.6,14,27
10,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:40:01,2015/02/25 13:40,1:40:00 pm,2,44.137,42.085,46.408,40.963,40.895,42.173,44.21,44,41.34366667,33,8.34,11.21,33,947,1.8,15,39
11,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:45:01,2015/02/25 13:45,1:45:00 pm,2,43.515,41.088,45.723,41.088,41.207,42.235,43.442,43,41.51,33.4,8.11,10.04,33.4,943,4,16,80
12,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:50:01,2015/02/25 13:50,1:50:00 pm,2,43.079,40.839,45.226,40.279,40.958,42.111,43.048,43,41.116,33.7,7.42,9.35,33.7,947,4.5,17,121
13,1Sun.csv,1,sun,1sun,2015/02/25 00:00,13:55:01,2015/02/25 13:55,1:55:00 pm,2,44.013,42.272,46.718,40.59,41.643,43.478,44.33433333,44,41.90366667,34,7.9,10.33,34,948,2.7,18,114
14,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:00:01,2015/02/25 14:00,2:00:00 pm,2,43.453,41.151,45.972,41.212,41.705,42.794,43.52533333,44,41.90366667,34,7.9,9.53,34,936,1.8,19,166
15,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:05:01,2015/02/25 14:05,2:05:00 pm,2,43.453,41.649,45.785,40.963,41.83,44.099,43.629,44,42.29733333,33.9,8.4,9.73,33.9,933,2.7,20,188
16,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:10:01,2015/02/25 14:10,2:10:00 pm,2,44.199,42.334,46.408,41.275,42.577,44.534,44.31366667,44,42.79533333,34.2,8.6,10.11,34.2,926,1.8,21,219
17,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:15:01,2015/02/25 14:15,2:15:00 pm,2,43.515,41.338,45.661,41.337,41.954,43.291,43.50466667,44,42.194,34.4,7.79,9.1,34.4,913,3.6,22,247
18,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:20:01,2015/02/25 14:20,2:20:00 pm,2,43.764,41.524,45.785,41.337,42.266,44.347,43.691,44,42.65,34.3,8.35,9.39,34.3,909,1.3,23,276
19,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:25:01,2015/02/25 14:25,2:25:00 pm,2,44.386,42.272,46.532,41.212,43.138,45.155,44.39666667,44,43.16833333,34.6,8.57,9.8,34.6,913,3.1,24,308
20,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:30:01,2015/02/25 14:30,2:30:00 pm,2,45.319,43.268,47.651,42.084,44.072,46.52,45.41266667,45,44.22533333,34.8,9.43,10.61,34.8,907,2.7,25,315
21,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:35:01,2015/02/25 14:35,2:35:00 pm,2,46.501,44.14,48.397,43.079,45.69,48.816,46.346,46,45.86166667,34.9,10.96,11.45,34.9,913,1.8,26,235
22,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:40:01,2015/02/25 14:40,2:40:00 pm,2,45.382,42.521,47.403,43.39,44.881,45.9,45.102,45,44.72366667,34.9,9.82,10.2,34.9,897,3.6,27,295
23,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:45:01,2015/02/25 14:45,2:45:00 pm,2,44.884,42.272,46.905,43.266,44.321,46.644,44.687,45,44.74366667,34.7,10.04,9.99,34.7,890,1.3,28,405
24,1Sun.csv,1,sun,1sun,2015/02/25 00:00,14:50:01,2015/02/25 14:50,2:50:00 pm,2,46.812,44.452,49.33,44.136,45.939,49.498,46.86466667,47,46.52433333,35,11.52,11.86,35,902,2.2,29,509
25,1Sun.csv,1,sun,1sun,2015/05/25 00:00,10:50:01,2015/05/25 10:50,10:50:00 am,1,35.354,33.482,35.759,26.621,32.04,34.332,34.865,35,30.99766667,20.8,10.2,14.07,20.8,143,0.4,30,481
26,1Sun.csv,1,sun,1sun,2015/05/25 00:00,10:55:01,2015/05/25 10:55,10:55:00 am,1,36.04,34.417,36.257,27.808,33.101,34.955,35.57133333,36,31.95466667,20.8,11.15,14.77,20.8,143,0.4,31,461
27,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:00:01,2015/05/25 11:00,11:00:00 am,1,37.099,35.54,37.317,28.932,34.037,35.952,36.652,37,32.97366667,20.8,12.17,15.85,20.8,143,0.4,32,503
28,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:05:01,2015/05/25 11:05,11:05:00 am,2,37.91,35.914,38.003,30.118,35.035,36.387,37.27566667,37,33.84666667,22.3,11.55,14.98,22.3,365,1.1,33,443
29,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:10:01,2015/05/25 11:10,11:10:00 am,2,38.034,36.289,38.065,30.742,35.472,36.761,37.46266667,37,34.325,22.3,12.03,15.16,22.3,365,1.1,34,554
30,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:15:01,2015/05/25 11:15,11:15:00 am,2,38.844,37.037,38.875,31.553,36.096,37.135,38.252,38,34.928,22.3,12.63,15.95,22.3,365,1.1,35,533
31,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:20:01,2015/05/25 11:20,11:20:00 am,2,38.782,36.788,38.875,32.177,36.407,37.072,38.14833333,38,35.21866667,22.3,12.92,15.85,22.3,365,1.1,36,611
32,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:25:01,2015/05/25 11:25,11:25:00 am,2,38.283,36.102,38.377,32.427,36.407,36.45,37.58733333,38,35.09466667,22.3,12.79,15.29,22.3,365,1.1,37,509
33,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:30:01,2015/05/25 11:30,11:30:00 am,2,38.283,36.226,38.563,32.614,36.532,36.512,37.69066667,38,35.21933333,22.3,12.92,15.39,22.3,365,1.1,38,543
34,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:35:01,2015/05/25 11:35,11:35:00 am,2,38.159,36.164,38.439,32.614,36.47,36.138,37.58733333,38,35.074,22.3,12.77,15.29,22.3,365,1.1,39,608
35,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:40:01,2015/05/25 11:40,11:40:00 am,2,37.847,35.977,38.439,32.552,36.407,36.263,37.421,37,35.074,22.3,12.77,15.12,22.3,365,1.1,40,633
36,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:45:01,2015/05/25 11:45,11:45:00 am,2,38.47,36.85,39.062,32.739,36.719,36.512,38.12733333,38,35.32333333,22.3,13.02,15.83,22.3,365,1.1,41,670
37,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:50:01,2015/05/25 11:50,11:50:00 am,2,38.533,36.788,38.937,32.926,36.719,36.387,38.086,38,35.344,22.3,13.04,15.79,22.3,365,1.1,42,831
38,1Sun.csv,1,sun,1sun,2015/05/25 00:00,11:55:01,2015/05/25 11:55,11:55:00 am,2,38.595,36.85,38.813,33.175,36.719,35.765,38.086,38,35.21966667,22.3,12.92,15.79,22.3,365,1.1,43,957
39,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:00:01,2015/05/25 12:00,12:00:00 pm,2,38.346,36.413,38.439,33.238,36.407,35.329,37.73266667,38,34.99133333,23.8,11.19,13.93,23.8,587,1.8,44,856
40,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:05:01,2015/05/25 12:05,12:05:00 pm,2,38.034,36.289,38.252,33.113,36.096,34.955,37.525,38,34.72133333,24.7,10.02,12.83,24.7,601,2.25,45,877
41,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:10:01,2015/05/25 12:10,12:10:00 pm,2,38.969,37.473,39.124,33.238,36.283,35.702,38.522,39,35.07433333,24.7,10.37,13.82,24.7,601,2.25,46,817
42,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:15:01,2015/05/25 12:15,12:15:00 pm,2,39.093,37.162,39.187,33.612,36.47,35.266,38.48066667,38,35.116,24.7,10.42,13.78,24.7,601,2.25,47,821
43,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:20:01,2015/05/25 12:20,12:20:00 pm,2,38.533,36.663,38.626,33.55,36.096,34.643,37.94066667,38,34.763,24.7,10.06,13.24,24.7,601,2.25,48,934
44,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:25:01,2015/05/25 12:25,12:25:00 pm,2,38.283,36.538,38.377,33.487,35.909,34.456,37.73266667,38,34.61733333,24.7,9.92,13.03,24.7,601,2.25,49,914
45,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:30:01,2015/05/25 12:30,12:30:00 pm,2,37.723,36.102,37.816,33.175,35.347,33.522,37.21366667,37,34.01466667,24.7,9.31,12.51,24.7,601,2.25,50,967
46,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:35:01,2015/05/25 12:35,12:35:00 pm,2,38.034,36.725,38.252,33.175,35.41,34.207,37.67033333,38,34.264,24.7,9.56,12.97,24.7,601,2.25,51,953
47,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:40:01,2015/05/25 12:40,12:40:00 pm,2,38.969,37.972,39.124,33.425,35.784,35.142,38.68833333,39,34.78366667,24.7,10.08,13.99,24.7,601,2.25,51,953
48,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:45:01,2015/05/25 12:45,12:45:00 pm,2,38.844,37.286,39.187,33.737,36.283,35.391,38.439,38,35.137,24.7,10.44,13.74,24.7,601,2.25,51,953
49,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:50:01,2015/05/25 12:50,12:50:00 pm,2,38.533,37.099,38.875,33.55,36.22,35.017,38.169,38,34.929,24.7,10.23,13.47,24.7,601,2.25,51,953
50,1Sun.csv,1,sun,1sun,2015/05/25 00:00,12:55:01,2015/05/25 12:55,12:55:00 pm,2,40.09,39.281,40.682,33.799,36.844,36.761,40.01766667,40,35.80133333,24.7,11.1,15.32,24.7,601,2.25,51,953
51,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:00:01,2015/05/25 13:00,1:00:00 pm,2,39.467,37.785,39.934,34.236,37.093,36.076,39.062,39,35.80166667,25.6,10.2,13.46,25.6,615,2.7,51,953
52,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:05:01,2015/05/25 13:05,1:05:00 pm,2,40.09,38.97,40.557,34.36,37.28,36.823,39.87233333,40,36.15433333,26.15,10,13.72,26.15,597.5,2.7,51,953
53,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:10:01,2015/05/25 13:10,1:10:00 pm,2,40.028,38.72,40.432,34.672,37.467,36.699,39.72666667,40,36.27933333,26.15,10.13,13.58,26.15,597.5,2.7,51,953
54,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:15:01,2015/05/25 13:15,1:15:00 pm,2,40.464,39.406,40.619,35.046,37.592,36.761,40.163,40,36.46633333,26.15,10.32,14.01,26.15,597.5,2.7,51,953
55,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:20:01,2015/05/25 13:20,1:20:00 pm,2,40.588,39.531,40.619,35.42,37.592,36.886,40.246,40,36.63266667,26.15,10.48,14.1,26.15,597.5,2.7,51,953
56,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:25:01,2015/05/25 13:25,1:25:00 pm,2,40.339,38.845,40.308,35.732,37.467,36.387,39.83066667,40,36.52866667,26.15,10.38,13.68,26.15,597.5,2.7,51,953
57,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:30:01,2015/05/25 13:30,1:30:00 pm,2,39.654,38.222,39.996,35.482,37.218,36.201,39.29066667,39,36.30033333,26.15,10.15,13.14,26.15,597.5,2.7,51,953
58,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:35:01,2015/05/25 13:35,1:35:00 pm,2,40.651,39.78,41.18,35.545,37.53,37.197,40.537,41,36.75733333,26.15,10.61,14.39,26.15,597.5,2.7,51,953
59,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:40:01,2015/05/25 13:40,1:40:00 pm,2,40.215,38.783,40.557,35.794,37.467,36.637,39.85166667,40,36.63266667,26.15,10.48,13.7,26.15,597.5,2.7,51,953
60,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:45:01,2015/05/25 13:45,1:45:00 pm,2,40.277,39.281,40.557,35.794,37.405,36.761,40.03833333,40,36.65333333,26.15,10.5,13.89,26.15,597.5,2.7,51,953
61,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:50:01,2015/05/25 13:50,1:50:00 pm,2,40.9,40.029,41.055,36.043,37.53,37.135,40.66133333,41,36.90266667,26.15,10.75,14.51,26.15,597.5,2.7,51,953
62,1Sun.csv,1,sun,1sun,2015/05/25 00:00,13:55:01,2015/05/25 13:55,1:55:00 pm,2,41.211,40.216,41.242,36.542,37.655,37.072,40.88966667,41,37.08966667,26.15,10.94,14.74,26.15,597.5,2.7,51,953
63,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:00:01,2015/05/25 14:00,2:00:00 pm,2,40.651,39.468,40.682,36.791,37.467,36.886,40.267,40,37.048,26.7,10.35,13.57,26.7,580,2.7,51,953
64,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:05:01,2015/05/25 14:05,2:05:00 pm,2,41.211,40.216,41.304,37.04,37.655,37.197,40.91033333,41,37.29733333,27.1,10.2,13.81,27.1,533,2.45,51,953
65,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:10:01,2015/05/25 14:10,2:10:00 pm,2,40.775,39.655,40.682,37.227,37.405,36.325,40.37066667,40,36.98566667,27.1,9.89,13.27,27.1,533,2.45,51,953
66,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:15:01,2015/05/25 14:15,2:15:00 pm,2,40.838,40.029,40.868,37.414,37.28,36.823,40.57833333,41,37.17233333,27.1,10.07,13.48,27.1,533,2.45,51,953
67,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:20:01,2015/05/25 14:20,2:20:00 pm,2,40.9,39.842,40.868,37.726,37.405,36.823,40.53666667,41,37.318,27.1,10.22,13.44,27.1,533,2.45,51,953
68,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:25:01,2015/05/25 14:25,2:25:00 pm,2,40.775,39.78,40.744,37.788,37.343,36.886,40.433,40,37.339,27.1,10.24,13.33,27.1,533,2.45,51,953
69,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:30:01,2015/05/25 14:30,2:30:00 pm,2,40.339,39.281,40.246,37.663,37.031,36.574,39.95533333,40,37.08933333,27.1,9.99,12.86,27.1,533,2.45,51,953
70,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:35:01,2015/05/25 14:35,2:35:00 pm,2,41.274,40.839,41.367,37.788,37.405,37.508,41.16,41,37.567,27.1,10.47,14.06,27.1,533,2.45,51,953
71,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:40:01,2015/05/25 14:40,2:40:00 pm,2,41.024,40.341,41.18,37.975,37.405,37.695,40.84833333,41,37.69166667,27.1,10.59,13.75,27.1,533,2.45,51,953
72,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:45:01,2015/05/25 14:45,2:45:00 pm,2,40.402,39.344,40.619,37.912,37.28,37.384,40.12166667,40,37.52533333,27.1,10.43,13.02,27.1,533,2.45,51,953
73,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:50:01,2015/05/25 14:50,2:50:00 pm,2,40.775,39.967,40.993,37.975,37.405,37.757,40.57833333,41,37.71233333,27.1,10.61,13.48,27.1,533,2.45,51,953
74,1Sun.csv,1,sun,1sun,2015/05/25 00:00,14:55:01,2015/05/25 14:55,2:55:00 pm,2,39.716,38.596,40.121,37.726,37.156,37.135,39.47766667,39,37.339,27.1,10.24,12.38,27.1,533,2.45,51,953
75,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:00:01,2015/05/25 15:00,3:00:00 pm,2,39.156,38.284,39.373,37.289,36.657,36.45,38.93766667,39,36.79866667,27.5,9.3,11.44,27.5,486,2.2,51,953
76,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:05:01,2015/05/25 15:05,3:05:00 pm,2,38.657,37.785,39.062,36.978,36.22,36.263,38.50133333,39,36.487,27.55,8.94,10.95,27.55,415,2.2,51,953
77,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:10:01,2015/05/25 15:10,3:10:00 pm,3,38.159,37.411,38.626,36.542,35.846,35.889,38.06533333,38,36.09233333,27.55,8.54,10.52,27.55,415,2.2,51,953
78,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:15:01,2015/05/25 15:15,3:15:00 pm,3,38.159,37.598,38.501,36.293,35.534,35.765,38.086,38,35.864,27.55,8.31,10.54,27.55,415,2.2,51,953
79,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:20:01,2015/05/25 15:20,3:20:00 pm,3,38.72,38.284,38.875,36.48,35.534,36.512,38.62633333,39,36.17533333,27.55,8.63,11.08,27.55,415,2.2,51,953
80,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:25:01,2015/05/25 15:25,3:25:00 pm,3,39.031,38.533,39.249,36.791,35.721,36.948,38.93766667,39,36.48666667,27.55,8.94,11.39,27.55,415,2.2,51,953
81,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:30:01,2015/05/25 15:30,3:30:00 pm,3,38.844,37.972,39,37.103,35.784,36.512,38.60533333,39,36.46633333,27.55,8.92,11.06,27.55,415,2.2,51,953
82,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:35:01,2015/05/25 15:35,3:35:00 pm,3,38.533,37.723,38.563,37.165,35.472,36.387,38.273,38,36.34133333,27.55,8.79,10.72,27.55,415,2.2,51,953
83,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:40:01,2015/05/25 15:40,3:40:00 pm,3,38.595,38.222,38.75,37.227,35.534,37.072,38.52233333,39,36.611,27.55,9.06,10.97,27.55,415,2.2,51,953
84,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:45:01,2015/05/25 15:45,3:45:00 pm,3,38.159,37.473,38.377,37.227,35.534,36.886,38.003,38,36.549,27.55,9,10.45,27.55,415,2.2,51,953
85,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:50:01,2015/05/25 15:50,3:50:00 pm,3,38.034,37.411,38.127,37.103,35.472,37.01,37.85733333,38,36.52833333,27.55,8.98,10.31,27.55,415,2.2,51,953
86,1Sun.csv,1,sun,1sun,2015/05/25 00:00,15:55:01,2015/05/25 15:55,3:55:00 pm,3,37.536,36.975,37.691,36.916,35.223,36.761,37.40066667,37,36.3,27.55,8.75,9.85,27.55,415,2.2,51,953
87,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:00:01,2015/05/25 16:00,4:00:00 pm,3,37.162,36.413,37.192,36.729,34.973,36.263,36.92233333,37,35.98833333,27.6,8.39,9.32,27.6,344,2.2,51,953
88,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:05:01,2015/05/25 16:05,4:05:00 pm,3,36.85,36.351,36.943,36.48,34.786,36.45,36.71466667,37,35.90533333,27.3,8.61,9.41,27.3,252.5,2,51,953
89,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:10:01,2015/05/25 16:10,4:10:00 pm,3,36.663,36.226,36.818,36.293,34.661,36.387,36.569,37,35.78033333,27.3,8.48,9.27,27.3,252.5,2,51,953
90,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:15:01,2015/05/25 16:15,4:15:00 pm,3,36.788,36.413,36.943,36.293,34.723,37.01,36.71466667,37,36.00866667,27.3,8.71,9.41,27.3,252.5,2,51,953
91,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:20:01,2015/05/25 16:20,4:20:00 pm,3,36.414,35.914,36.818,36.168,34.723,36.886,36.382,36,35.92566667,27.3,8.63,9.08,27.3,252.5,2,51,953
92,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:25:01,2015/05/25 16:25,4:25:00 pm,3,34.98,34.293,35.447,35.42,34.162,35.827,34.90666667,35,35.13633333,27.3,7.84,7.61,27.3,252.5,2,51,953
93,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:30:01,2015/05/25 16:30,4:30:00 pm,3,35.478,35.416,35.883,34.984,34.1,36.637,35.59233333,36,35.24033333,27.3,7.94,8.29,27.3,252.5,2,51,953
94,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:35:01,2015/05/25 16:35,4:35:00 pm,3,34.98,34.48,35.447,34.921,33.975,36.138,34.969,35,35.01133333,27.3,7.71,7.67,27.3,252.5,2,51,953
95,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:40:01,2015/05/25 16:40,4:40:00 pm,3,34.106,33.606,34.636,34.423,33.601,35.516,34.116,34,34.51333333,27.3,7.21,6.82,27.3,252.5,2,51,953
96,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:45:01,2015/05/25 16:45,4:45:00 pm,3,33.67,33.357,34.075,33.924,33.164,35.204,33.70066667,34,34.09733333,27.3,6.8,6.4,27.3,252.5,2,51,953
97,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:50:01,2015/05/25 16:50,4:50:00 pm,3,33.67,33.544,34.075,33.674,33.039,35.453,33.763,34,34.05533333,27.3,6.76,6.46,27.3,252.5,2,51,953
98,1Sun.csv,1,sun,1sun,2015/05/25 00:00,16:55:01,2015/05/25 16:55,4:55:00 pm,3,33.67,33.669,34.013,33.612,32.914,35.578,33.784,34,34.03466667,27.3,6.73,6.48,27.3,252.5,2,51,953
99,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:00:01,2015/05/25 17:00,5:00:00 pm,3,33.233,33.107,33.638,33.487,32.789,35.266,33.326,33,33.84733333,27,6.85,6.33,27,161,1.8,51,953
100,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:05:01,2015/05/25 17:05,5:05:00 pm,3,32.484,32.171,32.765,33.175,32.415,34.519,32.47333333,32,33.36966667,27,6.37,5.47,27,161,1.8,51,953
101,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:10:01,2015/05/25 17:10,5:10:00 pm,3,31.923,31.672,32.141,32.739,31.978,33.958,31.912,32,32.89166667,27,5.89,4.91,27,161,1.8,51,953
102,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:15:01,2015/05/25 17:15,5:15:00 pm,3,31.361,31.172,31.579,32.24,31.541,33.459,31.37066667,31,32.41333333,27,5.41,4.37,27,161,1.8,51,953
103,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:20:01,2015/05/25 17:20,5:20:00 pm,3,30.237,29.861,30.206,31.741,30.917,32.4,30.10133333,30,31.686,27,4.69,3.1,27,161,1.8,51,953
104,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:25:01,2015/05/25 17:25,5:25:00 pm,3,28.489,27.863,28.333,30.805,29.793,30.341,28.22833333,28,30.313,27,3.31,1.23,27,161,1.8,51,953
105,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:30:01,2015/05/25 17:30,5:30:00 pm,3,26.865,26.238,26.646,29.681,28.544,28.344,26.583,27,28.85633333,27,1.86,-0.42,27,161,1.8,51,953
106,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:35:01,2015/05/25 17:35,5:35:00 pm,3,25.49,24.988,25.146,28.432,27.232,26.658,25.208,25,27.44066667,27,0.44,-1.79,27,161,1.8,51,953
107,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:40:01,2015/05/25 17:40,5:40:00 pm,3,24.303,23.926,23.959,27.183,26.107,25.283,24.06266667,24,26.191,27,-0.81,-2.94,27,161,1.8,51,953
108,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:45:01,2015/05/25 17:45,5:45:00 pm,3,23.302,22.925,22.896,26.121,25.045,24.096,23.041,23,25.08733333,27,-1.91,-3.96,27,161,1.8,51,953
109,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:50:01,2015/05/25 17:50,5:50:00 pm,3,22.052,21.612,21.645,24.934,23.857,22.782,21.76966667,22,23.85766667,27,-3.14,-5.23,27,161,1.8,51,953
110,1Sun.csv,1,sun,1sun,2015/05/25 00:00,17:55:01,2015/05/25 17:55,5:55:00 pm,3,20.863,20.486,20.519,23.871,22.794,21.719,20.62266667,21,22.79466667,27,-4.21,-6.38,27,161,1.8,51,953
267,1Sun.csv,1,sun,1sun,2015/05/26 00:00,07:00:01,2015/05/26 07:00,7:00:00 am,1,10.403,10.717,10.184,9.839,9.77,9.933,10.43466667,10,9.847333333,10.7,-0.85,-0.27,10.7,0,0,51,953
268,1Sun.csv,1,sun,1sun,2015/05/26 00:00,07:05:01,2015/05/26 07:05,7:05:00 am,1,10.528,10.78,10.309,10.027,9.896,10.121,10.539,11,10.01466667,11.35,-1.34,-0.81,11.35,15,0.2,51,953
269,1Sun.csv,1,sun,1sun,2015/05/26 00:00,07:10:01,2015/05/26 07:10,7:10:00 am,1,10.591,10.78,10.435,10.153,10.021,10.247,10.602,11,10.14033333,11.35,-1.21,-0.75,11.35,15,0.2,51,953
270,1Sun.csv,1,sun,1sun,2015/05/26 00:00,07:15:01,2015/05/26 07:15,7:15:00 am,1,10.591,10.78,10.435,10.216,10.147,10.31,10.602,11,10.22433333,11.35,-1.13,-0.75,11.35,15,0.2,51,953
271,1Sun.csv,1,sun,1sun,2015/05/26 00:00,07:20:01,2015/05/26 07:20,7:20:00 am,1,10.653,10.843,10.497,10.278,10.209,10.435,10.66433333,11,10.30733333,11.35,-1.04,-0.69,11.35,15,0.2,51,953
